#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B278C5
#Date Time: 2025-04-28 14:52:30.429
#Sample rate: 8000Hz
#Samples: 8000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 10 Hz
#Period: 100 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.387375,0.5563555020001026,0.0001278283787973025
-0.38725,0.5580414304312371,0.000127828378797458
-0.3871250000000001,0.5600645445485966,0.0004697741749707415
-0.387,0.5617504729797301,0.0004697741749707415
-0.386875,0.5634364014108644,0.0008117199711440249
-0.38675,0.5647851441557706,0.0004697741749707415
-0.386625,0.565459515528224,0.0004697741749707415
-0.3865,0.5661338869006779,0.0001278283787973025
-0.386375,0.5671454439593576,0.0001278283787973025
-0.38625,0.5684941867042653,0.000127828378797458
-0.3861250000000001,0.5701801151353981,0.0004697741749707415
-0.386,0.5705173008216249,0.0004697741749707415
-0.385875,0.5715288578803055,0.000469774174970586
-0.38575,0.5725404149389852,0.0001278283787973025
-0.385625,0.5735519719976657,0.0004697741749707415
-0.3855,0.5742263433701189,0.000469774174970586
-0.385375,0.5745635290563454,0.0001278283787973025
-0.38525,0.5749007147425725,-0.0002141174173761364
-0.3851250000000001,0.5755750861150256,-0.0002141174173761364
-0.385,0.5765866431737058,0.0001278283787973025
-0.384875,0.5769238288599329,0.0001278283787973025
-0.38475,0.5775982002323859,0.0001278283787973025
-0.384625,0.577935385918613,-0.0002141174173759809
-0.3845,0.5786097572910662,0.000127828378797147
-0.384375,0.5789469429772929,-0.0002141174173761364
-0.38425,0.5792841286635196,0.0001278283787973025
-0.384125,0.5796213143497463,0.0001278283787973025
-0.384,0.579958500035973,0.0001278283787973025
-0.383875,0.5802956857221998,0.000127828378797147
-0.38375,0.5806328714084265,-0.0002141174173761364
-0.383625,0.5806328714084265,0.0001278283787973025
-0.3835,0.5806328714084265,0.0001278283787973025
-0.383375,0.5806328714084265,0.0001278283787973025
-0.38325,0.5809700570946533,0.0001278283787973025
-0.383125,0.5813072427808799,0.0001278283787973025
-0.383,0.5813072427808799,0.0004697741749707415
-0.382875,0.5809700570946532,0.000469774174970586
-0.38275,0.5809700570946532,0.0001278283787973025
-0.382625,0.5806328714084265,0.0004697741749707415
-0.3825,0.5806328714084263,0.000469774174970586
-0.382375,0.5802956857221997,0.0001278283787973025
-0.38225,0.5799585000359727,0.0004697741749707415
-0.382125,0.5792841286635195,0.0004697741749707415
-0.382,0.5789469429772929,0.0004697741749707415
-0.381875,0.5786097572910658,0.0004697741749707415
-0.38175,0.5779353859186127,0.0004697741749707415
-0.381625,0.577261014546159,0.0004697741749707415
-0.3815,0.5765866431737054,0.0004697741749707415
-0.381375,0.5759122718012524,0.0004697741749707415
-0.38125,0.5752379004287985,0.0008117199711441804
-0.381125,0.5742263433701188,0.0008117199711441804
-0.381,0.5732147863114386,0.0008117199711441804
-0.380875,0.5722032292527581,0.0008117199711441804
-0.38075,0.5715288578803051,0.0008117199711441804
-0.380625,0.5701801151353977,0.0008117199711441804
-0.3804999999999999,0.5691685580767175,0.0008117199711441804
-0.380375,0.5681570010180378,0.0008117199711441804
-0.38025,0.5668082582731305,0.0004697741749708969
-0.380125,0.5657967012144508,0.0008117199711441804
-0.38,0.5647851441557706,0.0008117199711441804
-0.379875,0.56377358709709,0.0008117199711441804
-0.37975,0.5627620300384103,0.0008117199711441804
-0.379625,0.5610761016072759,0.0008117199711441804
-0.3794999999999999,0.5593901731761424,0.0008117199711441804
-0.379375,0.5580414304312362,0.0008117199711441804
-0.37925,0.5563555020001019,0.0008117199711441804
-0.379125,0.554669573568969,0.0008117199711441804
-0.379,0.5529836451378354,0.0008117199711441804
-0.378875,0.5512977167067009,0.001153665767317619
-0.37875,0.5492746025893415,0.001153665767317619
-0.378625,0.547588674158207,0.0008117199711441804
-0.3784999999999999,0.5455655600408468,0.0008117199711441804
-0.378375,0.543879631609714,0.0008117199711441804
-0.37825,0.5418565174923528,0.0008117199711443359
-0.378125,0.5398334033749933,0.001153665767317619
-0.378,0.5374731035714062,0.0008117199711441804
-0.377875,0.5357871751402715,0.0008117199711441804
-0.37775,0.5334268753366856,0.0008117199711441804
-0.377625,0.5310665755330974,0.001153665767317464
-0.3774999999999999,0.5287062757295106,0.0008117199711441804
-0.377375,0.5266831616121512,0.0008117199711441804
-0.37725,0.524322861808563,0.0008117199711441804
-0.377125,0.5219625620049771,0.0008117199711441804
-0.377,0.5192650765151633,0.0008117199711441804
-0.376875,0.5169047767115752,0.0008117199711443359
-0.37675,0.5145444769079892,0.001153665767317619
-0.376625,0.512184177104401,0.001153665767317619
-0.3764999999999999,0.5094866916145873,0.001153665767317619
-0.376375,0.5067892061247746,0.001153665767317619
-0.37625,0.5037545349487327,0.0008117199711441804
-0.376125,0.500382678086467,0.0008117199711441804
-0.376,0.4973480069104265,0.0004697741749707415
-0.375875,0.4946505214206112,0.0004697741749707415
-0.37575,0.4912786645583455,0.0004697741749707415
-0.375625,0.4882439933823037,0.000469774174970586
-0.3754999999999999,0.4852093222062629,0.0001278283787973025
-0.375375,0.4815002796577706,0.0001278283787973025
-0.37525,0.4781284227955024,-0.0002141174173761364
-0.375125,0.4757681229919164,-0.0002141174173761364
-0.375,0.4723962661296492,0.0001278283787973025
-0.374875,0.4693615949536073,-0.0002141174173759809
-0.37475,0.4663269237775682,0.0001278283787973025
-0.374625,0.4626178812290727,0.000127828378797147
-0.3744999999999999,0.4592460243668057,-0.0002141174173761364
-0.374375,0.4562113531907666,-0.0002141174173761364
-0.37425,0.4525023106422711,-0.0002141174173762919
-0.374125,0.4491304537800055,-0.0005560632135495754
-0.374,0.4457585969177383,-0.0002141174173761364
-0.373875,0.4423867400554697,-0.0002141174173761364
-0.37375,0.4393520688794306,-0.0002141174173761364
-0.373625,0.4359802120171617,-0.0002141174173761364
